parent_asin,sentence_id,sentence_text,rating,aspects,sentiments,category_name
B07DDBT2XR,1,ipad does not always go into rest when folio is closed,2.0,[],[],electronics_p1
B0011UIX2K,24,in order to hear a call you have to reach for the stereo to turn the volume up at the start of the call then you have to scramble to turn it [GENERIC_NOUN] down again to avoid having your head taken off when the call ends and the music starts again,1.0,[],[],electronics_p1
B00I5VT8KY,797628,i used it to watch nascar while my wife watched a movie,1.0,[],[],software
B007FZOXJM,2,almost every chapter brings new information and twists and turns,5.0,[],[],kindle_store
B08X9HYPZJ,1,great little helper to split your ethernet cable to supply several devices mine included a tivo and a blu ray player br just plug your ethernet cable into any port then plug in ethernet cables from any port br to each device then plug in the power supply included and it all works,5.0,"[""helper""]",[2],electronics_p1
B00C1E2KSS,1,excellent quality great [GENERIC_NOUN] for a tweenie to use to keep his nabi tablet safe and sound without breaking or cracking the screen,5.0,"[""quality""]",[2],electronics_p1
B00U3FPN4U,1,great for streaming tv great for streaming tv,5.0,[],[],electronics_p1
B00006HU4Z,3,my only concern is the adhesive seems to be breaking down,2.0,"[""adhesive""]","[""0""]",office_products
B001CJQGM4,282831,it knows youre going to make a dvd playable by dvd players so it does this step for you,5.0,[],[],software
B08P7TYG41,1,i cant wait to see where the series goes,5.0,[],[],kindle_store
B07C92RFZP,2,find and select the 34machine info34 option on your printers screenbr 3,4.0,[],[],office_products
B01MTMR954,1,decent [GENERIC_NOUN] for good price editso after a couple [GENERIC_NOUN] use about 25 of the magnets have come out of the pins,2.0,"[""magnets"", ""price"", ""magnets""]","[""1"", ""2"", ""0""]",office_products
B08MVRD546,3,motivated by america's bilingual siri and my car now speak to me in french effortlessly building my proficiency,5.0,"[""siri""]",[2],kindle_store
B000FCK6EI,1,the incredible story telling is beyond words,5.0,"[""story telling""]",[2],kindle_store
B07R8L532P,1,five [GENERIC_NOUN] works great 12 miles from tv towers,5.0,[],[],electronics_p1
B0106N82WI,1,this pack was a perfect fit,5.0,"[""pack""]","[""2""]",office_products
B07DPKVYXR,1,good looking but pricey hub,5.0,"[""hub"", ""hub""]","[2, 0]",electronics_p2
B004JK61K0,77309438678,fanastic email [GENERIC_NOUN] the program is marketed as a more functional [DOMAIN_NOISE] for the default mail application included on most phones and tablets,5.0,"[""program"", ""mail application""]","[2, 2]",software
B082B5YT7D,3,[GENERIC_NOUN] work out,5.0,[],[],kindle_store
B00NG7JVSQ,8590222761,the [GENERIC_NOUN] has come for damage control,1.0,[],[],software
B001OC5JKY,2,the actual size is a little larger than the specs described,5.0,"[""size""]",[0],electronics_p1
B00QOPG5MC,3,the 40 inch mounted easily,4.0,[],[],electronics_p1
B009IKCFT2,3,within this power and hz range all headphones i tried have a distortion [GENERIC_NOUN] at the high bass and treble region seems like you are trying to over speed by a 1,5.0,"[""bass and treble region""]",[0],electronics_p2
B001N87MI6,1,great sound awesome price i replaced some commercial jbl bose in ceiling speakers with these and the monoprice actually sound much better,5.0,"[""sound"", ""price"", ""sound""]","[2, 2, 2]",electronics_p2
B004ULYLIM,10,so good plot reasonable character s and at the moment zero cost to own equals a five [GENERIC_NOUN] [GENERIC_NOUN] right,3.0,"[""plot"", ""character""]","[2, 1]",kindle_store
B00Z5PE5J2,2,[GENERIC_NOUN] will tell about durability,5.0,[],[],electronics_p1
B07VC6QMR9,4,i would buy another if the need arose and would certainly recommend this to others,5.0,[],[],office_products
B01KAGYKSQ,1,[DOMAIN_NOISE] was personable and sent a note thanking me for my purchase family owned business,5.0,[],[],office_products
B01AGGG4ZW,4,his search leads him to an englishwoman by the name of miss philomena lockhart,5.0,[],[],kindle_store
B08DNK2759,4,missing iteam the screen protected was not in the [DOMAIN_NOISE] as well,1.0,"[""screen protected""]",[0],electronics_p2
B06ZZHV669,3,john 8 32 it is recorded and ye shall know the truth and the truth shall make you free,5.0,[],[],kindle_store
B00ET0PZDO,60129557275,developer should have tested before releasing,1.0,[],[],software
B07KYH4QBD,4,cecilias chief bully happens to be related to landon,4.0,[],[],kindle_store
B093YDBDPN,2,br overall great quality br recommended,5.0,"[""quality""]",[2],electronics_p1
B071ZTJWM7,25770175166,alexa is also obnoxious constantly responding to any music request by pushing music unlimited,1.0,"[""alexa"", ""music request""]","[0, 0]",software
B091LDVYZK,2,no fit my pc usb i got it because my 16gb phone was having [GENERIC_NOUN] with the file sizes for my new toy,3.0,[],[],electronics_p1
B09BLRMH7R,4,i just keep wanting her to let go and see how wonderful lucy is,5.0,"[""lucy""]",[2],kindle_store
B00PHZKM9M,1,enjoyed the characters,4.0,"[""characters""]",[2],kindle_store
B01LY8FRSO,1,quality is ok its ok on the price we pay for it,5.0,"[""quality"", ""price""]","[""1"", ""1""]",office_products
B07KDKXGRV,5,it allows the reader a better opportunity to get to know the characters better and really follow their ups and downs as they try to figure out the [GENERIC_NOUN] to their hea,5.0,[],[],kindle_store
B007P8BMTS,51539711217,i like a couple of shows on the cw but feel this app did not give you enough choices,2.0,"[""app""]",[0],software
B09RPZPT6C,3,hunter the owner of the local newspaper has become a loner since his military tours,5.0,[],[],kindle_store
B00I6IKSZ0,8590309702,potentially dangerous i love the game but i can [GENERIC_NOUN] of see what some onestar [GENERIC_NOUN] are talking about,4.0,"[""game""]",[2],software
B00PV27618,6,the scenes are easy to visualize with her descriptions and the bedroom elevator and beach scenes are so electric and hot it requires lots of ice water at the least,5.0,"[""scenes"", ""descriptions"", ""scenes"", ""scenes""]","[2, 2, 2, 2]",kindle_store
B0002UBDDG,5,the rx3115 is almost as thin and still fits in my front pants pocket,4.0,[],[],office_products
B01J2G4VBG,2,honestly any usb charger adapter will work fine,5.0,"[""usb charger adapter""]",[2],electronics_p2
B0792K2BK6,60,not good in playing nonenglish songs with voice commands alexa does nt understand nonenglish songs to play from music service such as spotify which google home does nicely,1.0,"[""voice commands"", ""alexa""]","[0, 0]",electronics_p2
B00NG7K2RA,42949716964,as other reviewers stated i too am disappointed that turbotax removed forms from its basic and deluxe versions,1.0,"[""turbotax""]",[0],software
B00P4AVA78,51539834127,some of the chapters are long so i wish the game had a save option,5.0,"[""chapters"", ""game""]","[0, 1]",software
B07QLQKB4H,3,the pages dont bleed through and theres enough space for weekly planning,5.0,"[""pages"", ""space""]","[""2"", ""2""]",office_products
B01GKBHY4M,103079307041,fun game its a fun game,5.0,[],[],software
B00EOLHKSG,1,five [GENERIC_NOUN] my niece loved it,5.0,[],[],office_products
B00TQKAO1K,19,the left bud was slightly louder than the right and the bluetooth signal was nt always reliable,2.0,"[""left bud"", ""bluetooth signal""]","[0, 0]",electronics_p2
B0BGGR6K4M,1,decent [GENERIC_NOUN] so far this cooling pad is working as described,4.0,"[""cooling pad""]",[2],electronics_p1
B00R53HANA,4,i love how some of the meals have crossovers of the same ingredient so that i do not have to purchase too much food i am not breaking the bank for these meals,5.0,"[""meals"", ""meals""]","[2, 2]",kindle_store
B06XSX2DYR,1,i love it and its much cheeper the the apple store if u can make more designs that will be wonderful,5.0,"[""price""]",[2],electronics_p2
B00CL8FA4A,3,works as advertised i bought mine at the local staples store for the same price as listed here,5.0,[],[],electronics_p2
B00L0YLRUW,170,now with this extender i have a strong signal and no dropped wifi service,5.0,"[""signal"", ""wifi service""]","[2, 2]",electronics_p2
B007YLTKNG,1,now starting at the beginning of the career featuring anna travis i found the story line 34 unputdownable34,5.0,"[""story line""]",[2],kindle_store
B01CT5K792,1,alexis abbott did a great job developing the characters,5.0,"[""characters""]",[2],kindle_store
B07DGRVTWF,3,basically a poor implementation of the alexa platform,2.0,"[""alexa platform""]",[0],electronics_p2
B003NR57BY,4,wireless computer mouse works just fine,4.0,"[""wireless computer mouse""]",[2],electronics_p1
B071ZTJWM7,25770173155,my sound systems are capable of excellent sound stage frequency response and dynamic range and amazons hd streaming takes advantage of that,5.0,"[""sound systems"", ""sound systems"", ""amazon's hd streaming""]","[2, 2, 2]",software
B0043EPJN2,2,no downloads get started fast no downloads no hassles just insert a battery hold down the power button until it turns on and you are ready to listen to the bible,5.0,[],[],electronics_p1
B0B7JC1SLW,8,i recorded a video while running prime95 so you can listen for yourself that the fan is near silent even when under a stress test,5.0,"[""fan""]",[2],electronics_p2
B00992CF6W,8948,awesme awesome awesome awesome awesome awesome awesome awesome awesome awesome game,5.0,"[""game"", ""game""]","[2, 2]",software
B00MTEVZFO,5,the sound was adequate played on both my earphones and the projectors builtin speaker,5.0,"[""sound""]",[1],electronics_p2
B001J87JTM,2,booooo who writes and does computations on paper this thin,1.0,[],[],office_products
B01EMQYGWA,8,that and i don t understand why i have to pay about 50 per camera license 34 to unlock the surveillance station s ability to monitor and record more than 2 cameras,5.0,[],[],electronics_p1
B00AIUUXHC,25769806869,great for mature 11yr old and up i think it was a really good game and i enjoyed it personally but for people who are not very mature or are squeamish at the sight of blood you will be grossed out at [GENERIC_NOUN] and you might be a little [GENERIC_NOUN] scared,4.0,"[""game"", ""game"", ""people"", ""people""]","[2, 2, 0, 0]",software
B09188D1LR,1,reid and maddie are adorable together,5.0,"[""reid and maddie""]",[2],kindle_store
B079RSWF2S,6,the remote is small and very portable,5.0,"[""remote""]",[2],electronics_p2
B00AKFBURC,77309538505,a dumb game i dont care for this game as all and would erase it if it wasnt for my grandkids as they love playing it i think because they see what grams has to do and they relate it with me,2.0,"[""game"", ""game"", ""game""]","[0, 0, 2]",software
B07BTL786T,16,need to losen the foam pad in order to charge headphones,4.0,"[""foam pad""]",[0],electronics_p2
B08H417DJ4,51539738682,unable to load the software until windows 7 upgraded to windows 10,3.0,[],[],software
B073QN5JCW,1,awesome little stand,5.0,"[""stand""]",[2],electronics_p2
B09J8ZFZ48,2,average sequential 560mbs read and 530mbs write,5.0,[],[],electronics_p2
B00846GKTW,8589969789,there needs to be better games offered to earn coins,4.0,"[""games""]",[2],software
B01JA8JUVC,1,the lock mechanism that holds the roll of labels likes to pop off,3.0,"[""lock mechanism""]","[""0""]",office_products
B000HLRAJG,94489466179,know that the program can be a wonderful slave and a terrible master,1.0,"[""program"", ""program""]","[2, 0]",software
B005IQGUMI,36,i have a class 10 sdhc memory card in there and it still takes a good couple of seconds for the picture to get processed and for the camera to be ready to take another photo,5.0,"[""picture"", ""camera""]","[0, 0]",electronics_p2
B00992CF6W,19467,good needs some work,4.0,[],[],software
B01MD1DQVG,2,i only gave 4 [GENERIC_NOUN] for the fact the plastic is thinner and lighter then the factory original,4.0,"[""plastic"", ""plastic""]","[0, 0]",electronics_p1
B00HCMG6LG,60129659352,need more levels to keep brain going,4.0,[],[],software
B01MS6QD1O,2,also how to find real love and know it,5.0,[],[],kindle_store
B0CDCBY4DV,4,the laser is very bright i measured its output as 75 mw,2.0,[],[],office_products
B00JG56J2I,103079315817,stupid i thought this game would be really cute by no the app crashes every [GENERIC_NOUN] i try to pick a breed of cat,1.0,"[""game"", ""app""]","[0, 0]",software
B005O2ZU68,3,sorry but until prismacolor gets their act together i won purchase another,1.0,"[""prismacolor""]","[""0""]",office_products
B00KDSGIPK,8590109004,i cant do this with pluto because others are still sleeping and the commercials would bounce them out of bed,3.0,[],[],software
B01DF0TM4Q,3,as an aside and i know this could not be planned my kindle reader features a thermometer across the bottom that tells you how far you have read percentage wise,5.0,[],[],kindle_store
B01G8JO5F2,1,i ve run them dry a couple [GENERIC_NOUN] it gives you [GENERIC_NOUN] warning a few minutes before they die and i can t say it happens easily,5.0,[],[],electronics_p1
B07Y6HNSNL,11,incredible story of acceptance and change love and loyalty with adventure for [GENERIC_NOUN],5.0,"[""story""]",[2],kindle_store
B00009R996,3,i have a 75300 lens in addition to the is lens that comes with it,4.0,[],[],electronics_p2
B00JS2ZCL8,4,when she discovers that her earlier teacher powerful witch taso raym has disappeared and that oraths powers seem to be growing vivia knows that she is in for the battle of her life,5.0,[],[],kindle_store
B001OV7MIC,5,coupled with my new 22inch widescreen lcd monitor this card is just beautiful,5.0,"[""card""]",[2],electronics_p2
B0027CAA7W,2,did nt even need any directions,5.0,"[""directions""]",[2],electronics_p2
B0C4QTJRD3,1,my church supports the children at a local elementary public school where some youngsters families cannot afford school supplies,5.0,[],[],office_products
B07F12VVDJ,4,the sound quality was good overall,3.0,"[""sound quality""]",[2],electronics_p2
B0C2P7CNWG,3,my only [GENERIC_NOUN] is that he cord is [GENERIC_NOUN] too short,5.0,"[""cord""]",[0],electronics_p2
B07BYR66X6,16,good sound for 30,4.0,"[""sound""]",[2],electronics_p2
B091NQVBF3,2,white trim is not dry eraseget the black trim board so this board was instantly ruined when my 5 [GENERIC_NOUN] daughter wrote all along the border trim,1.0,"[""white trim"", ""black trim board"", ""board""]","[""0"", ""0"", ""0""]",office_products
B007WDWO2A,2,works fairly well to stand up horizontally and has an elastic band to keep it closed,5.0,"[""stand up horizontally"", ""elastic band""]","[2, 2]",electronics_p2
B0B8YPGS2Q,2,this little fan is great on my daughters stroller,5.0,"[""fan""]",[2],electronics_p2
B00B1T624C,2,most of the prose read like a journal entry just short descriptions without much emotion or sense of the environment,2.0,"[""prose"", ""descriptions""]","[0, 0]",kindle_store
B07R8KSWP1,1,diamond glam these pens are beautiful with their diamond and write so nice,5.0,"[""pens"", ""pens""]","[""2"", ""2""]",office_products
B014PON9K4,8,as a guy i found that the amount of [GENERIC_NOUN] spent on sally's romance drags on too much overall despite some frustrations i really did enjoy the book and as stated above even bought the 2nd novel a few mins ago which really shows how much i liked the 1st novel,3.0,"[""amount"", ""book"", ""novel""]","[0, 2, 2]",kindle_store
B079C3821T,1,a friend has the s3 and this by far is better save the additional funds my husband loves this watch,5.0,"[""watch"", ""watch""]","[2, 2]",electronics_p2
B095DTFD79,2,does the job arrived on [GENERIC_NOUN] and was exactly what i expected,5.0,[],[],office_products
B01MA2WU55,60129730468,its like a pet my son loves his cozmo robot,5.0,"[""cozmo robot""]",[2],software
B07Q5H76BX,3,bryce ryan doesnt think so,5.0,[],[],kindle_store
B0119R2DB6,8590528754,fun game lots of fun very challenging,5.0,"[""game"", ""game""]","[2, 2]",software
B008I64L4O,1,easy as 123 very easy to file claim and response was quick,5.0,"[""claim"", ""response""]","[2, 2]",electronics_p2
B01MRXG6PI,4,i really like how realistic this story felt,4.0,"[""story""]",[2],kindle_store
B0069G5Z9K,25770143591,surprisingly fun simple yet addicting game,5.0,"[""game"", ""game"", ""game""]","[2, 2, 2]",software
B001LXUZPK,2,cheap plastic with a flimsy arm holding the microphone,1.0,"[""plastic"", ""arm""]","[0, 0]",electronics_p2
B0B4FXQ84N,1,only good for light use my [GENERIC_NOUN] came with dents already,3.0,[],[],electronics_p2
B0B4KJRD1C,2,this mouse is fantastic,5.0,"[""mouse""]",[2],electronics_p1
B00007JO8C,2,so for the first impact it did its job,3.0,[],[],electronics_p2
B078G91T8X,1,good [GENERIC_NOUN] works great for me at my work in a noisy warehouse,5.0,[],[],electronics_p1
B07MCT1GC3,2,great suspense well written and intense,5.0,"[""suspense"", ""writing"", ""story""]","[2, 2, 2]",kindle_store
B094GQ2R41,7,my comments are an independent and honest [GENERIC_NOUN],4.0,[],[],kindle_store
B0788PN3VS,4,the remote that came with our smart tv did nt have the buttons for actually resetting andor using the smart tv applications,5.0,"[""remote""]",[0],electronics_p2
B0161YR560,1,on the positive [GENERIC_NOUN] another new feature of the x e2 is improved power management,5.0,"[""power management""]",[2],electronics_p1
B083J8K66K,1,i refuse to believe i cant get this tool to cut so will look for some online demos,1.0,[],[],office_products
B016XD4WRE,1,34 men are not stolen,5.0,[],[],kindle_store
B08PV57QCH,1,the friendlywrt along with docker makes this an ideal platform for tinkering with open source solutions,5.0,"[""platform""]",[2],electronics_p2
B01GYPQRYM,30,its only a dream scarcely applies to what a dragon can do to [GENERIC_NOUN] sleeping mind,5.0,[],[],kindle_store
B013KWKSYM,17180222009,three [GENERIC_NOUN] thank you all some needs to keep it up,3.0,[],[],software
B006U3Z9WK,4,the ink quality is ok it does write for a long [GENERIC_NOUN] and it definitely is erasable but not to degree advertised,5.0,"[""ink quality"", ""ink quality"", ""ink quality"", ""ink quality""]","[""1"", ""2"", ""2"", ""0""]",office_products
B003CHS8AM,5,you can tell its constructed from a higher strength plastic and the clip on the [GENERIC_NOUN] is held on much firmer than most mechanical pencils,1.0,"[""plastic"", ""clip""]","[""2"", ""2""]",office_products
B01MRL4MXF,2,good quality [GENERIC_NOUN] and the cost was very reasonable,5.0,[],[],office_products
B074TC662N,1,however my wi fi signal happened to be strong enough to support the streaming adequately and i did not have to use it but it was inexpensive insurance,5.0,"[""wi fi signal""]",[2],electronics_p1
B01KW3MU1G,4,you may need a later model tv i had to [DOMAIN_NOISE] it because it would nt give my tv a signal,2.0,"[""signal""]",[0],electronics_p2
B084CG2YKS,3,br br if you need good looking and versatile backpack for your travels this is it,5.0,"[""backpack"", ""backpack""]","[2, 2]",electronics_p2
B0BM5353Z3,3,i [DOMAIN_NOISE] the first pair because the cord started coming loose at the end after being out of the [DOMAIN_NOISE] for an hour,5.0,"[""cord""]",[0],electronics_p2
B00O32UHHC,1,at first i didnt like the color but the company promptly fixed it for me,5.0,"[""color"", ""company""]","[""0"", ""2""]",office_products
B07R73WZ9Y,1,these lens caps and retainer straps are better designed than the manufacturers original that came with lens,5.0,"[""lens caps "", ""retainer straps""]","[2, 2]",electronics_p1
B0792K2BK6,16,from a music standpoint the sound is great and the biggest benefit is having all echo devices connected in a group so you can play the same music throughout the house,5.0,"[""sound""]",[2],electronics_p2
B0000AQONQ,1,i really like that the back cover of the notebook is not cardboard as this makes it more professional looking and i am constantly using them for meetings,5.0,"[""back cover"", ""back cover""]","[""2"", ""2""]",office_products
B00GCMQNSS,8590399998,rival players with access to inapps purchasing have an unparalleled advantage,1.0,[],[],software
B00MB00W6Y,68719658652,five [GENERIC_NOUN] grandson loves this game,5.0,"[""game""]",[2],software
B0748KYTZN,4,again was still missing some channels here abc,3.0,"[""channels""]",[0],electronics_p1
B0C3VZ2J71,5,while a curved tv seems like a gimmick using a curved monitor is absolutely amazing,5.0,"[""curved monitor""]",[2],electronics_p1
B01CZ0QA4W,4,br audio is great but the bluetooth call is worst,1.0,"[""audio"", ""bluetooth call""]","[2, 0]",electronics_p1
B010BWYDYA,346,i constantly find myself surprised at how great this tablet is,5.0,"[""tablet""]",[2],electronics_p2
B01ARIX8ZS,25770044385,write [GENERIC_NOUN] get upgrade,5.0,[],[],software
B01CBV2K8U,834132,its a cute game for [GENERIC_NOUN] wanting to just play and enjoy a game,2.0,[],[],software
B00KWRRX2O,51539864118,fun fun fun a great majong solitaire,5.0,"[""majong solitaire""]",[2],software
B08V17W3SY,6,out of the four the [GENERIC_NOUN] from minimalism art was the best worth the money followed by rhodias notebook,4.0,"[""minimalism art"", ""rhodias notebook""]","[""2"", ""1""]",office_products
B0C4LG8WKK,2,it warmed up in under 5 minutes and the instructions were clear and easy to use,5.0,"[""it"", ""instructions"", ""instructions""]","[""2"", ""2"", ""2""]",office_products
B0BT6Y1VM5,6,some might complain theres too little space for the actual planning only 5 tasks for weekdays and 3 tasks for weekends,5.0,"[""space"", ""tasks"", ""tasks""]","[""0"", ""1"", ""1""]",office_products
B01N52Q0XB,1,[GENERIC_NOUN] powers a voodoo labs pedalpower2 and [GENERIC_NOUN] powers a voodoo labs 4x4,5.0,[],[],electronics_p2
B002IAY51K,25769904108,desk top program bought it learned it and used it,5.0,[],[],software
B008EX9YDE,1,as usual love and kindness broke through to the truth,4.0,[],[],kindle_store
B0B1TXQSBV,6,i figured i had to have a lemon unit so i returned and the [DOMAIN_NOISE] is just as bad,2.0,[],[],electronics_p1
B01K1NPL9A,2,the good [GENERIC_NOUN] also is that they still have these,5.0,[],[],electronics_p1
B07CGT9D65,1,dont waste your money the yield of these individual cartridges is less than 100 pages,1.0,"[""yield"", ""cartridges""]","[""0"", ""0""]",office_products
B09L56MPN1,1,and the 3 diameter roll of tape should last quite a while between changeouts,5.0,[],[],office_products
B00B0A5WV6,4,the [GENERIC_NOUN] he treated her made her feel bad as though she was pushed away after an unforgettable night and her first [GENERIC_NOUN] night stand,4.0,"[""treatment""]",[0],kindle_store
B07BPSGHZD,1,i exercised the nib carefully and it writes well once the ink starts flowing,5.0,"[""nib""]","[""2""]",office_products
B00ODDKK3M,1,if wishes came true this would be [GENERIC_NOUN] of mine,5.0,[],[],kindle_store
B0BCQ3TW3Y,2,i recommend to [GENERIC_NOUN] who needs to block other noises,5.0,[],[],electronics_p2
B08JSYY39W,1,cool stickers though cute font cute glittery silver easy to remove from backing,4.0,"[""stickers"", ""font"", ""glittery silver"", ""backing""]","[""2"", ""2"", ""2"", ""2""]",office_products
B0BHJRY8J4,1,haven t had a single [GENERIC_NOUN],5.0,[],[],electronics_p1
B008J2AH7C,2,i loved how jaimie structured it,5.0,"[""jaimie""]",[2],kindle_store
B000TL2Z1C,1,web griffin continues to tie historical facts interwoven with the characters he has created so that we [GENERIC_NOUN] this [GENERIC_NOUN] in history on a personal level,5.0,[],[],kindle_store
B01MTF2Z37,105,i have spent money on new chargers and spent money to have people look at them and try to fix them,1.0,[],[],electronics_p2
B075JN2PMZ,3,feyre and rhys have the [GENERIC_NOUN] of relationship [GENERIC_NOUN] desires they just belong together its such a joy to read about them,5.0,"[""feyre and rhys""]",[2],kindle_store
B07YVYZLC8,3,the only downside is the active noise canceling does nt seem to work as well as the airpods pro,5.0,"[""active noise canceling""]",[0],electronics_p2
B0765KJ5CB,39,heres another word to the nonsnooty audiophile i m listening to music on my ipad through spotify,5.0,[],[],electronics_p2
B00D0VZLVE,17180396747,using your experiential knowledge is a must,5.0,[],[],software
B083ZY9FJG,10,so im already ready for when my ink does run out lol,5.0,[],[],office_products
B0B9HVR7HG,9,the suspense ramps up as their attraction grows,5.0,"[""suspense"", ""attraction""]","[2, 2]",kindle_store
B09HNDHJLS,4,though this novel takes more of a fade to black approach to the spicy scenes we never get much beyond kissing the chemistry between izzy and beau leaps off the page,4.0,"[""scenes"", ""chemistry""]","[1, 2]",kindle_store
B075KZTN4J,1,my security camera and doorbell work with this,5.0,[],[],electronics_p1
B08GZPXMQY,1,wonderful host of illustrated characters and an all too familiar yet often ignored storyline about the forgotten pets who need a home,5.0,"[""host of characters""]",[2],kindle_store
B01K8B8YA8,9,br br alexa app keeps a record of whatever i have requested on my phone android as well as the ipad,5.0,"[""alexa app""]",[1],electronics_p1
B009P8EMCK,34360099040,stream live pbs kids through the app,5.0,[],[],software
B00YNZFXEQ,2,[GENERIC_NOUN] seems rather dry and is crumbling,2.0,[],[],office_products
B0063IH60K,738590,smooth play the game plays smoothly on my kindle fire,5.0,"[""game""]",[2],software
B09SQ3BYSK,1,i really love the colors of these tabs but [GENERIC_NOUN] important [GENERIC_NOUN] to note is that the color is only printed onto [GENERIC_NOUN] [GENERIC_NOUN] of the tabs so the other [GENERIC_NOUN] has a more muted [GENERIC_NOUN] of it,3.0,"[""colors"", ""color"", ""other""]","[""2"", ""1"", ""0""]",office_products
B093KBKBCP,2,the first band like this i had tore,4.0,"[""first band""]",[0],electronics_p1
B007HCCNJU,1,i have the kindle app on my phone so i thought i wouldn t need a kindle,5.0,[],[],electronics_p1
B001DETCUG,6,br br the [GENERIC_NOUN] is that unless you want to wear the unit all [GENERIC_NOUN] there is simply no easy [GENERIC_NOUN] to carry it safely and securely,3.0,[],[],electronics_p1
B01BMI4EEQ,1,enjoyed the series,4.0,"[""series""]",[2],kindle_store
B002GP7Z6Y,3,as other [GENERIC_NOUN] have mentioned you cannot print once a catridge is completely exhausted,2.0,"[""catridge""]","[""0""]",office_products
B08CBLRD4J,37,this was because i had their modem in bridged mode,5.0,[],[],electronics_p2
B07H6BTK36,5,monitor must have a flat back i got this for my monitor at work so i could stop putting postit notes all over the edge of the screen,3.0,[],[],office_products
B09SGB2WV4,24,they re actually good earbuds,5.0,"[""earbuds""]",[2],electronics_p2
B016UCNP3A,5,i found that to not be intuitive especially since it appears to not support a keyboard for [GENERIC_NOUN] in passwords,4.0,"[""keyboard""]",[0],electronics_p2
B01FFV8W76,2,the tv recognized a handful of stations base of three then the additional digital channels like 4 4,2.0,[],[],electronics_p1
B004KA1YE2,68719535091,truly useful features are only available in the paid [GENERIC_NOUN] as others said truly useful features are only available in the paid [GENERIC_NOUN] so you may be just wasting your [GENERIC_NOUN] here,1.0,[],[],software
B0B2W7DDKV,3,it was the perfect solution to a actual flower wall,5.0,[],[],electronics_p2
B00004ZCDW,1,also enhances sunsets,5.0,[],[],electronics_p1
B004ZSH452,1,does the job,4.0,[],[],electronics_p1
B00FTG73SC,3,second this printer is garbage,1.0,"[""printer""]","[""0""]",office_products
B0176XOVSU,1,screws right on my camera as any other filter,5.0,"[""filter""]",[2],electronics_p2
1531901824,2,just what the description said it would be and i think the calendar looks even better than shown online,5.0,"[""calendar""]","[""2""]",office_products
B087QHY4D7,2,our it firm even made an attempt,1.0,[],[],electronics_p1
B006T7QRN2,17,a person should be improving other factors in their photography and not obsessing over pixels in situations where you would forget about them anyway,5.0,[],[],electronics_p2
B009HBCU9W,51539927362,my bigger [GENERIC_NOUN] is that the description makes it seem that you are getting your taxes taken care of for a reasonable rate when in fact you will be charged an additional amount approx,2.0,"[""description"", ""you""]","[1, 0]",software
B00JJNQG98,39,for the quality of the mix speakers and the price you must get these headphones,5.0,"[""mix speakers"", ""price""]","[2, 2]",electronics_p2
B00DY76ZC8,8590327834,i just wish the content was better,1.0,"[""content""]",[2],software
B01HPDES9I,1,prefect works great to hang my head set at work,5.0,"[""prefect""]","[""2""]",office_products
B004OBZ2WM,9,br br as good as they sound i was hoping it would block out more outside noise but its forgivable in this price range,5.0,"[""sound"", ""outside noise blocking"", ""price range""]","[2, 0, 1]",electronics_p2
B0BN2C8M9X,4,its tape strip occasionally gets loose and then you [GENERIC_NOUN] of have to fix it so the tape is taut once more,3.0,[],[],office_products
B00YYZCUGO,31,our granddaughter has been read to since [GENERIC_NOUN] [GENERIC_NOUN] and the kindle is just another tool to aid in her learning,5.0,"[""kindle""]",[2],electronics_p2
B082QPHYZQ,5,fake samsung headphones i used these to replace the pair of akg headphones that shipped with my galaxy s20 which i lost,1.0,"[""samsung headphones""]",[0],electronics_p2
B00HIEMXLK,42949846308,consentrater keep your eyes and mind on what you are doing,4.0,[],[],software
B01019T6O0,17180042891,corrupted install tool on usb the usb they sent had a corrupted [GENERIC_NOUN] of windows on it,1.0,"[""install tool"", ""usb"", ""windows""]","[0, 0, 0]",software
B006SBBO64,1,call annouce is funny as the computer tries to say names and 34unavailable34,5.0,"[""call announce""]","[""2""]",office_products
B002IKKFJ6,2,br i placed the beanbag on the dash and locked down the suction cup of the mount onto the flat area on the beanbag,5.0,[],[],electronics_p2
B0BL6788GP,2,worked internet speed went for 28mbps to 60mbps on the second floor,5.0,[],[],electronics_p1
B00266PHFE,103079271502,the program did install the logon screen which pops up early in the boot process,1.0,[],[],software
B07ND2Q1LT,4,thanks to ryders well meaning interference and kais past catching up to him the rest of the book is non stop action,5.0,[],[],kindle_store
B07PPK1RFM,5,great headphones looks like the same headphones everywhere but the quality is insanely good for being cheap,5.0,"[""headphones"", ""quality""]","[2, 2]",electronics_p2
B0CC5J4D9C,1,great value and works perfect easy to install works perfect looks great and was a great value,5.0,"[""value"", ""install""]","[2, 2]",electronics_p2
B004GWRMWC,77309529825,the application is exceptianally user friendly and fast,5.0,"[""application"", ""application""]","[2, 2]",software
B00JLN5UQQ,60129748920,i own several for pc and cant say that the price5,4.0,[],[],software
B09V6M8K1Y,2,on the first use the metal [GENERIC_NOUN] i use the word metal loosely as they are [GENERIC_NOUN] and weak that hold the shoulder strap on bent open and fell out so that i could no longer use the shoulder strap,1.0,"[""shoulder strap""]",[0],electronics_p2
B00M51V8A8,34359902305,love the game,5.0,"[""game""]",[2],software
B00C66F4PC,85899401461,my son loves learning with this app,5.0,"[""app""]",[2],software
