parent_asin,sentence_id,sentence_text,rating,triplets,category_name,triplets_parsed,gold_aspects,has_aspect
B0725R9T5X,1,my wife is 5634 and the headrest hit her between the shoulders,1.0,[],office_products,[],[],False
B00I1ZJLDI,1,this book leaves you hanging and you have to wait a [GENERIC_NOUN] for the next,2.0,"[[""book"", ""leaves you hanging"", 0]]",kindle_store,"[['book', 'leaves you hanging', 0]]",['book'],True
B01EROYPQE,3,you get the magical the mysterious and romance all in [GENERIC_NOUN] beautifully haunting [DOMAIN_NOISE],4.0,"[[""magical"", ""beautifully haunting"", 2], [""mysterious"", ""beautifully haunting"", 2], [""romance"", ""beautifully haunting"", 2]]",kindle_store,"[['magical', 'beautifully haunting', 2], ['mysterious', 'beautifully haunting', 2], ['romance', 'beautifully haunting', 2]]","['magical', 'mysterious', 'romance']",True
B07B5YQK6W,1,there were [GENERIC_NOUN] when i actually said 34 please be done with this [GENERIC_NOUN] already 34 but the whole story came together in a more than satisfactory conclusion,4.0,"[[""story"", ""more than satisfactory conclusion"", 2]]",kindle_store,"[['story', 'more than satisfactory conclusion', 2]]",['story'],True
B08F17P665,5,the binding feels nice and strong and the cover is hard,4.0,"[['binding', 'feels nice', '2'], ['binding', 'strong', '2'], ['cover', 'is hard', '2']]",office_products,"[['binding', 'feels nice', '2'], ['binding', 'strong', '2'], ['cover', 'is hard', '2']]","['binding', 'cover']",True
B09RDQLW1Y,1,worked great out of the [DOMAIN_NOISE] no [GENERIC_NOUN] booting,5.0,[],electronics_p1,[],[],False
B005WVJGT8,8590036460,hearts a pretty good game of hearts,4.0,"[['game', 'pretty good', 2]]",software,"[['game', 'pretty good', 2]]",['game'],True
B003YL4AJE,2,really enjoyed this book,5.0,"[[""book"", ""enjoyed"", 2]]",kindle_store,"[['book', 'enjoyed', 2]]",['book'],True
B007B57GV8,11,the story's slight variations of spelling oropean anglesh adds to the otherworldly feel,4.0,"[[""story"", ""adds to the otherworldly feel"", 2]]",kindle_store,"[['story', 'adds to the otherworldly feel', 2]]",['story'],True
B0066TUXU6,17180128648,got it because of free trial from hulu,4.0,[],software,[],[],False
B01N6AG5SE,1,very cute and unsettling erotic romance between penelope a young college grad getting her first job as a real estate agent,5.0,"[[""romance"", ""cute"", 2], [""romance"", ""unsettling"", 0]]",kindle_store,"[['romance', 'cute', 2], ['romance', 'unsettling', 0]]",['romance'],True
B004S3MB2U,60129687837,awesome calculator must have for anybody this is great,5.0,"[['calculator', 'awesome', 2], ['calculator', 'great', 2]]",software,"[['calculator', 'awesome', 2], ['calculator', 'great', 2]]",['calculator'],True
B008MR2GKA,34359951777,however i felt that i would never want to do that and psp does [GENERIC_NOUN] i can imagine,5.0,[],software,[],[],False
B01AC3ZA7C,85899500035,its also easy to load video edit in the timeline and make a cohesive movie to upload to the internet,4.0,[],software,[],[],False
B00352LQYO,35,i expect the nvidia [GENERIC_NOUN] will probably work themselves out with newer drivers in the near future but in the meanwhile the chip is still very usable as long as you are nt on battery,4.0,"[[""chip"", ""still very usable as long as you are nt on battery"", 1]]",electronics_p2,"[['chip', 'still very usable as long as you are nt on battery', 1]]",['chip'],True
B07PZQHFYN,12,updated [GENERIC_NOUN] original belowbr the new printer works great with my mac and the auto duplexer is a nice touch,4.0,"[['printer', 'works great', '2'], ['auto duplexer', 'nice touch', '2']]",office_products,"[['printer', 'works great', '2'], ['auto duplexer', 'nice touch', '2']]","['printer', 'auto duplexer']",True
B07WT5R8WD,25770206772,acronis true image 2020 is useless as it will not produce a backup this program worked when i first purchased it in may 2020,1.0,"[['acronis true image 2020', 'useless', 0], ['program', 'worked', 2]]",software,"[['acronis true image 2020', 'useless', 0], ['program', 'worked', 2]]","['acronis true image 2020', 'program']",True
B07XZ6D1YH,5,br 2 make sure your phone is paired with the wakey,3.0,[],electronics_p1,[],[],False
B017ISY9GC,2,excellent customer service,5.0,"[[""customer service"", ""excellent"", 2]]",electronics_p2,"[['customer service', 'excellent', 2]]",['customer service'],True
B07D4Z61T1,2,br br i had a mini pc that comes with its own 3amp usb adapter,5.0,[],electronics_p2,[],[],False
B016XIFFY8,4,saren seems to be coming into her own well,4.0,[],kindle_store,[],[],False
B072J43QK7,2,in april bought tru image toner cyan cartridge flooded so unusable have been printing with just black,1.0,"[['tru image toner cyan cartridge', 'flooded', '0'], ['tru image toner cyan cartridge', 'unusable', '0'], ['printing', 'just black', '1']]",office_products,"[['tru image toner cyan cartridge', 'flooded', '0'], ['tru image toner cyan cartridge', 'unusable', '0'], ['printing', 'just black', '1']]","['tru image toner cyan cartridge', 'printing']",True
B01A91PMAM,51539616630,good game gives me many hours of relaxing [GENERIC_NOUN],5.0,"[['game', 'good', 2], ['game', 'many hours of relaxing', 2]]",software,"[['game', 'good', 2], ['game', 'many hours of relaxing', 2]]",['game'],True
B00HZS2KVW,2,full of life changing events mind blowing twists and sexy characters blossoming act is a wonderful emotional journey of discovery and unconditional love,4.0,"[[""events"", ""life changing"", 2], [""twists"", ""mind blowing"", 2], [""characters"", ""sexy"", 2], [""journey"", ""wonderful emotional"", 2], [""love"", ""unconditional"", 2]]",kindle_store,"[['events', 'life changing', 2], ['twists', 'mind blowing', 2], ['characters', 'sexy', 2], ['journey', 'wonderful emotional', 2], ['love', 'unconditional', 2]]","['events', 'twists', 'characters', 'journey', 'love']",True
B0BNC28NLJ,1,cons wow the pictographic directions included in the installation manual was absolutely dismal,5.0,"[['pictographic directions', 'absolutely dismal', '0']]",office_products,"[['pictographic directions', 'absolutely dismal', '0']]",['pictographic directions'],True
B00MELSZ6E,2,this book starts off defining the terms used in the credit industry,1.0,[],kindle_store,[],[],False
B01FQQ47OC,2,reading the [GENERIC_NOUN] 5 [GENERIC_NOUN] to 1 [GENERIC_NOUN] on 34 walkaway34 is as much fun as reading the book,4.0,[],kindle_store,[],[],False
B003O595OK,1,if [GENERIC_NOUN] is going to spend money on protecting their coins then they want to have holders that are new or at least appear to be new and not be scratched,2.0,"[['holders', 'new', '2'], ['holders', 'appear to be new', '2'], ['holders', 'not be scratched', '0']]",office_products,"[['holders', 'new', '2'], ['holders', 'appear to be new', '2'], ['holders', 'not be scratched', '0']]",['holders'],True
B088KKGHLQ,1,this cord is awesome,5.0,"[[""cord"", ""awesome"", 2]]",electronics_p1,"[['cord', 'awesome', 2]]",['cord'],True
B07GNL9DH9,1,his characters are familiar and well liked,5.0,"[[""characters"", ""familiar"", 2], [""characters"", ""well liked"", 2]]",kindle_store,"[['characters', 'familiar', 2], ['characters', 'well liked', 2]]",['characters'],True
B00003WGPD,77309595560,the rastarvector capabilities leave it really non restrictive,5.0,"[['rastarvector capabilities', 'leave it really non restrictive', 2]]",software,"[['rastarvector capabilities', 'leave it really non restrictive', 2]]",['rastarvector capabilities'],True
B010HB46RE,1,thats pretty reasonable for 80ish bucks which is what i usually pick these up for,5.0,[],office_products,[],[],False
B00WUOQZU8,27,unbelievably incredible sound,5.0,"[['sound', 'unbelievably incredible', 2]]",electronics_p2,"[['sound', 'unbelievably incredible', 2]]",['sound'],True
B002SG70NE,5,i use it everyday to backup important files,4.0,[],electronics_p2,[],[],False
B00GXH3TGG,8590375176,great app just love playing this app and why not,5.0,"[['app', 'love playing', 2]]",software,"[['app', 'love playing', 2]]",['app'],True
B0B3HZN47G,2,also the guild was written by [GENERIC_NOUN] whose first language was obviously japanese so expect some critical steps to be left out or not explained clearly,2.0,"[[""guide"", ""critical steps left out"", 0], [""guide"", ""not explained clearly"", 0]]",electronics_p2,"[['guide', 'critical steps left out', 0], ['guide', 'not explained clearly', 0]]",['guide'],True
B00H59CTW6,17180104624,good game this is a good game for all ages the only let down is all the waiting,5.0,"[['game', 'good', 2], ['game', 'good', 2], ['waiting', 'let down', 0]]",software,"[['game', 'good', 2], ['game', 'good', 2], ['waiting', 'let down', 0]]","['game', 'waiting']",True
B0BZ67T58M,5,very smooth roll leaves no marks on tile or wood floor i got a set to replace those on my desk chair because my old rollers were leaving ugly black marks on the floor,5.0,"[['roll', 'smooth', '2'], ['rollers', 'leaving ugly black marks', '0']]",office_products,"[['roll', 'smooth', '2'], ['rollers', 'leaving ugly black marks', '0']]","['roll', 'rollers']",True
B00066Z9XG,2,helps with the kaito ka350 just bought a little radio to hopefully pick up shortwave stations and a,4.0,[],electronics_p2,[],[],False
B07PM9WY1D,1,the worst these pen refills are the worst,1.0,"[['pen refills', 'the worst', '0']]",office_products,"[['pen refills', 'the worst', '0']]",['pen refills'],True
B07CRRSHBG,2,5 [GENERIC_NOUN] functions fine as a watch but the sleep monitor feature stopped working after 2,1.0,"[[""sleep monitor feature"", ""stopped working"", 0]]",electronics_p1,"[['sleep monitor feature', 'stopped working', 0]]",['sleep monitor feature'],True
B07M9ZFL1F,5,this brutality is shown in detail throughout these books but that brutality is countered by the interactions of inga and the people she interacts with,4.0,"[[""brutality"", ""shown in detail"", 2], [""brutality"", ""countered by"", 2], [""interactions"", ""countered by"", 2]]",kindle_store,"[['brutality', 'shown in detail', 2], ['brutality', 'countered by', 2], ['interactions', 'countered by', 2]]","['brutality', 'interactions']",True
B08F1P3BCC,8,but the [GENERIC_NOUN] good [GENERIC_NOUN] is that if i ever get tired of hearing what she has to say i just unplug and reset it,4.0,[],electronics_p1,[],[],False
B008I65S8M,1,awesome company so far i bought a headset for gaming and it was damaged by itself,5.0,"[['company', 'awesome', 2], ['headset', 'was damaged by itself', 0]]",electronics_p2,"[['company', 'awesome', 2], ['headset', 'was damaged by itself', 0]]","['company', 'headset']",True
B00E7XUGM8,8,add in travis and kasey trying to set char up with jace [GENERIC_NOUN] of travis' friends and it is like a fire started inside jake and he can not control it,5.0,[],kindle_store,[],[],False
B00191TTGA,5,this is quite obviously a used cartridge the expiration on it was july 2012 3 [GENERIC_NOUN] away,1.0,[],office_products,[],[],False
B000BAV2FG,34359790681,please explain for me the ad page states that on [DOMAIN_NOISE] this is among the top 5 software titles sold,2.0,[],software,[],[],False
B06XW6WLKP,3,i can wait to see what new [GENERIC_NOUN] your company will come out with next,5.0,[],electronics_p2,[],[],False
B007JPG04E,17179953628,tight controls this game feels very similar to other glu games especially quotcontract killer 2quot which i reccomend but the controls feel much more coordinated and accurate,5.0,"[['controls', 'tight', 2], ['controls', 'much more coordinated', 2], ['controls', 'accurate', 2]]",software,"[['controls', 'tight', 2], ['controls', 'much more coordinated', 2], ['controls', 'accurate', 2]]",['controls'],True
B00XTZT0FY,2,five [GENERIC_NOUN] works well with my lenovo x103f 10 34 tablet,5.0,[],electronics_p1,[],[],False
B0BNX9QVXZ,7,also giving the flexibility to only have [GENERIC_NOUN] cable usb c providing videoaudio input and charging,5.0,"[[""usb c cable"", ""providing videoaudio input and charging"", 2]]",electronics_p2,"[['usb c cable', 'providing videoaudio input and charging', 2]]",['usb c cable'],True
B08RLMP6BF,3,of note this book isnt just for investors with bigger pockets but anybody that wants to build financial freedom through [GENERIC_NOUN] by smartly putting their money to work,5.0,[],kindle_store,[],[],False
B01H3B5C2Y,1,gpc image compatible ink cartridges these ink cartridges for our brother are just as good as the brand ink cartridges i got at office depot that cost twice a much,5.0,"[['ink cartridges', 'just as good as the brand ink cartridges', '2']]",office_products,"[['ink cartridges', 'just as good as the brand ink cartridges', '2']]",['ink cartridges'],True
B00HNZP1A4,3,pens are ok but they leak,2.0,"[['pens', 'ok', '1'], ['pens', 'leak', '0']]",office_products,"[['pens', 'ok', '1'], ['pens', 'leak', '0']]",['pens'],True
B01019T6O0,17180043587,windows 10 has drawn a [GENERIC_NOUN] of criticism but a [GENERIC_NOUN] of the major [GENERIC_NOUN] have been ironed out in the [GENERIC_NOUN] since its release,4.0,[],software,[],[],False
B0088NGZIC,3,nice story well developed,5.0,"[[""story"", ""well developed"", 2]]",kindle_store,"[['story', 'well developed', 2]]",['story'],True
B00B58WKIG,77309539104,does not play files does not work,1.0,[],software,[],[],False
B01N9CAX9K,5,br br have now used this backpack for a [GENERIC_NOUN],1.0,[],electronics_p1,[],[],False
B08HR18HL2,4,particle board comes apart i made the mistake of ordering 3 of these before trying it out first,2.0,"[['particle board', 'comes apart', '0'], ['I', 'made the mistake of ordering', '0']]",office_products,"[['particle board', 'comes apart', '0'], ['I', 'made the mistake of ordering', '0']]","['particle board', 'I']",True
B004LZFWJO,94489393701,dont waste your money,1.0,[],software,[],[],False
B0011TZC02,9,on drop tile ceilings the usb cable is easy to run above the tiles to a computer and the software is easy to program if youve played very much at all with the audio functions of windows,5.0,"[['usb cable', 'easy to run', '2'], ['software', 'easy to program', '2']]",office_products,"[['usb cable', 'easy to run', '2'], ['software', 'easy to program', '2']]","['usb cable', 'software']",True
B00Y3IGB62,7,i am not sure but it would display an image then seconds later would flicker out to black screen,1.0,"[[""screen"", ""flicker out to black"", 0]]",electronics_p2,"[['screen', 'flicker out to black', 0]]",['screen'],True
B0B4BDB9D9,5,ill also note for most printing bw is just fine and color is much much more expensive whether laser toner or ink,5.0,"[['printing', 'just fine', '2'], ['color', 'much much more expensive', '0']]",office_products,"[['printing', 'just fine', '2'], ['color', 'much much more expensive', '0']]","['printing', 'color']",True
B0BSSQYQC2,2,muy complacida con la compra buena calidad creo que demasiado buena para el precio,5.0,"[['compra', 'buena calidad', '2'], ['compra', 'demasiado buena para el precio', '2']]",office_products,"[['compra', 'buena calidad', '2'], ['compra', 'demasiado buena para el precio', '2']]",['compra'],True
B07Q84RJ27,7,[DOMAIN_NOISE] s renewed status from techmint indicated the battery would have at least 80 capacity and the watch would have scratches from previous use,5.0,[],electronics_p1,[],[],False
B0CBQJ36ZN,7,att parent company to directv no longer carries the same remote,5.0,[],electronics_p2,[],[],False
B012DTEMQ8,1,not mention the stickers they put on them that do nt want to come off and will definitely leave a stain,1.0,"[[""stickers"", ""do nt want to come off"", 0], [""stickers"", ""will definitely leave a stain"", 0]]",electronics_p2,"[['stickers', 'do nt want to come off', 0], ['stickers', 'will definitely leave a stain', 0]]",['stickers'],True
B01E2XMS00,14,spoiled first by his grandparents and then by his parents in an attempt to make up for missing out on his early [GENERIC_NOUN] harlan takes [GENERIC_NOUN] too seriously and [GENERIC_NOUN] for granted,4.0,[],kindle_store,[],[],False
B085FXFS41,1,worked for about three [GENERIC_NOUN] lost the connection happens but now the app requests the input of a password for the camera,1.0,[],electronics_p1,[],[],False
B000IOG23M,1,five [GENERIC_NOUN] works,5.0,[],office_products,[],[],False
B07S764D9V,57,great buy the sound clarity is nice,5.0,"[[""sound clarity"", ""nice"", 2]]",electronics_p2,"[['sound clarity', 'nice', 2]]",['sound clarity'],True
B01G1GPBNM,2,the hard foam holds the camera snug and the battery slot holds two additional batteries with space to grab a battery with ease,4.0,"[['hard foam', 'holds the camera snug', 2], ['battery slot', 'holds two additional batteries', 2]]",electronics_p2,"[['hard foam', 'holds the camera snug', 2], ['battery slot', 'holds two additional batteries', 2]]","['hard foam', 'battery slot']",True
B07YQCQBJK,2,it ca nt run most games on high fps if you enjoy playing roblox you probably get atleast 13 graphics bars in without starting drop frames,1.0,"[[""gaming performance"", ""ca nt run most games on high fps"", 0]]",electronics_p2,"[['gaming performance', 'ca nt run most games on high fps', 0]]",['gaming performance'],True
B01LZ1UKS5,11,misleading false advertising plan covers [GENERIC_NOUN] should be minus 5 [GENERIC_NOUN],1.0,"[[""advertising plan"", ""misleading false"", 0]]",electronics_p1,"[['advertising plan', 'misleading false', 0]]",['advertising plan'],True
B00N28818A,221265,love app needs a few kinks worked out love the app but dont like how hard it is to search for [GENERIC_NOUN] and feel it could be easier to use,4.0,"[['app', 'love', 2], ['app', 'needs a few kinks worked out', 1], ['app', 'dont like how hard it is to search for', 0], ['app', 'feel it could be easier to use', 1]]",software,"[['app', 'love', 2], ['app', 'needs a few kinks worked out', 1], ['app', 'dont like how hard it is to search for', 0], ['app', 'feel it could be easier to use', 1]]",['app'],True
B0C49JJSGX,1,about 5 minutes was spent trying to fish a screw out that we didnt get into the screw hole properly,4.0,[],office_products,[],[],False
B00XST7KO4,3,the women are overly emotional irrational or merely [GENERIC_NOUN] for men's desire or irritation,1.0,"[[""women"", ""overly emotional"", 0], [""women"", ""irrational"", 0], [""women"", ""merely for men's desire"", 0], [""women"", ""merely for men's irritation"", 0]]",kindle_store,"[['women', 'overly emotional', 0], ['women', 'irrational', 0], ['women', ""merely for men's desire"", 0], ['women', ""merely for men's irritation"", 0]]",['women'],True
B07J5ST3YF,5,sound quality is good as well and it s great these can be cleaned easily,2.0,"[[""sound quality"", ""good"", 2]]",electronics_p1,"[['sound quality', 'good', 2]]",['sound quality'],True
B00EXID750,5,good quality but requires setup work this arrived on [GENERIC_NOUN] and is pretty thick material,4.0,"[[""quality"", ""good"", 2]]",electronics_p1,"[['quality', 'good', 2]]",['quality'],True
B08G8L5NJQ,2,[GENERIC_NOUN] about it feels different,4.0,[],electronics_p1,[],[],False
B0055V6SRI,5,and as the two explore the breathtaking scenery of big sky country shelby's heart pulls her away from her carefully laid plans,5.0,[],kindle_store,[],[],False
B00FAPF5U0,94303,y took my friends advice and downloaded it glad i did,5.0,[],software,[],[],False
B00E4T0P3U,1,similar to my [GENERIC_NOUN] for tragic i do believe the first two books should have been written as [GENERIC_NOUN],4.0,[],kindle_store,[],[],False
B087V4Q7GY,4,if you have the song in just [GENERIC_NOUN] place delete means delete,4.0,[],electronics_p2,[],[],False
B08N6CXT71,1,great [GENERIC_NOUN] love this,5.0,[],office_products,[],[],False
B076BS6YJC,2,this airfryer cookbook has many very good recipes and also hints for using your air fryer,5.0,"[[""cookbook"", ""very good"", 2], [""recipes"", ""very good"", 2], [""hints"", ""good"", 2]]",kindle_store,"[['cookbook', 'very good', 2], ['recipes', 'very good', 2], ['hints', 'good', 2]]","['cookbook', 'recipes', 'hints']",True
B079Y45LRM,1,i wish dave ramsey would add some new content to his financial peace message that included these principals,5.0,[],kindle_store,[],[],False
B0BMGB65D6,2,i wish i would have had this many [GENERIC_NOUN] ago dropped phones are a [GENERIC_NOUN] of my past since i am no longer pulling my phone out every few minutes,5.0,[],office_products,[],[],False
B084CXY2Y8,4,their customer service is nonexistent,1.0,"[[""customer service"", ""nonexistent"", 0]]",electronics_p2,"[['customer service', 'nonexistent', 0]]",['customer service'],True
B00HLSULS0,2,this installment of bryan did not disappoint,5.0,"[[""installment"", ""did not disappoint"", 2]]",kindle_store,"[['installment', 'did not disappoint', 2]]",['installment'],True
B09BHFZZ9D,2,either the design needs to be changed or the cabinets need to come completely or partially assembled with the casters in place,1.0,[],office_products,[],[],False
B003FGVNT8,2,br in the initial tests on having used in a camera fuji s1500 it does little or i had in two occasions mistakes of writing,3.0,[],electronics_p2,[],[],False
B0021L8D9Q,31,br mino cons only 1 hour of recording not able to capture detail in brightlight settings proprietary battery is built in like the ipod,4.0,"[['recording', 'only 1 hour', 0], ['detail', 'not able to capture in brightlight settings', 0], ['battery', 'proprietary battery is built in', 0]]",electronics_p2,"[['recording', 'only 1 hour', 0], ['detail', 'not able to capture in brightlight settings', 0], ['battery', 'proprietary battery is built in', 0]]","['recording', 'detail', 'battery']",True
B000YKRGYO,4,i suppose the depend adult undergarment is on my mind because i am reading asin0316066524 infinite jest a massive novel set in the near future when calendar [GENERIC_NOUN] are known as the [GENERIC_NOUN] of thisorthat corporate [GENERIC_NOUN],5.0,[],office_products,[],[],False
B0BN74ZJDK,2,wish the build was better,4.0,"[[""build"", ""better"", 0]]",electronics_p1,"[['build', 'better', 0]]",['build'],True
B00XKFGBD2,861123,great golf game put you in the course graphics bout as good as youre going to get in handheld,5.0,"[['golf game', 'great', 2], ['graphics', 'bout as good as youre going to get', 2]]",software,"[['golf game', 'great', 2], ['graphics', 'bout as good as youre going to get', 2]]","['golf game', 'graphics']",True
B07N21QWZP,12,the onepass duplex scanning and faxing also speeds those processes,5.0,[],office_products,[],[],False
B00OMCB4JI,19,br br so this is a very specific geek device with relatively large cost of ownership [GENERIC_NOUN] of compatibility [GENERIC_NOUN] you ll want linux for this it does not in any [GENERIC_NOUN] beat cuda for dataparallel but is very neat for independent branchdivergent multithreading,3.0,"[[""cost of ownership"", ""relatively large"", 0], [""dataparallel"", ""does not beat cuda"", 0], [""independent branchdivergent multithreading"", ""very neat"", 2]]",electronics_p2,"[['cost of ownership', 'relatively large', 0], ['dataparallel', 'does not beat cuda', 0], ['independent branchdivergent multithreading', 'very neat', 2]]","['cost of ownership', 'dataparallel', 'independent branchdivergent multithreading']",True
B001NLL8WY,3,i think the story of feagan's children is a good subject and brings together a [GENERIC_NOUN] of different characters,4.0,"[[""story"", ""good"", 2], [""subject"", ""good"", 2]]",kindle_store,"[['story', 'good', 2], ['subject', 'good', 2]]","['story', 'subject']",True
B00AVGGYNA,60129678716,absolute bingo is best,5.0,"[['absolute bingo', 'best', 2]]",software,"[['absolute bingo', 'best', 2]]",['absolute bingo'],True
B010P91MAC,103079256970,most likely that out of 10 different av software vendors maybe youd end up using 3 5 different av engines,3.0,[],software,[],[],False
B00L0T4VL4,17180354433,[GENERIC_NOUN] [GENERIC_NOUN] puzzles to small to work on,1.0,"[['puzzles', 'too small to work on', 0]]",software,"[['puzzles', 'too small to work on', 0]]",['puzzles'],True
B00TS1BRYK,4,for myself personally its plenty of computer for my needs and the price was right,5.0,"[[""computer"", ""plenty for my needs"", 2], [""price"", ""right"", 2]]",electronics_p2,"[['computer', 'plenty for my needs', 2], ['price', 'right', 2]]","['computer', 'price']",True
B079JHJZQK,1,but mr knight needs to learn about subjunctive mood,4.0,"[[""mr knight"", ""needs to learn about subjunctive mood"", 0]]",kindle_store,"[['mr knight', 'needs to learn about subjunctive mood', 0]]",['mr knight'],True
B0BQMMMG6G,5,this would nt be a deal breaker for me if the hand strap was useful but the extra weight is nt fun for long reading sessions,2.0,"[['extra weight', 'is nt fun for long reading sessions', 0]]",electronics_p2,"[['extra weight', 'is nt fun for long reading sessions', 0]]",['extra weight'],True
B0BN6DFMKQ,2,these markers glide and love the fine tip,4.0,"[['markers', 'glide', '2'], ['fine tip', 'love', '2']]",office_products,"[['markers', 'glide', '2'], ['fine tip', 'love', '2']]","['markers', 'fine tip']",True
B0041G5XII,9,running multiple tabs in chrome playing mp3s through itunes and processing photos on photoshop at the same [GENERIC_NOUN] is doable,4.0,"[[""running multiple tabs in chrome playing mp3s through itunes and processing photos on photoshop at the same [GENERIC_NOUN]"", ""doable"", 1]]",electronics_p2,"[['running multiple tabs in chrome playing mp3s through itunes and processing photos on photoshop at the same [GENERIC_NOUN]', 'doable', 1]]",['running multiple tabs in chrome playing mp3s through itunes and processing photos on photoshop at the same [GENERIC_NOUN]'],True
B08C9RB42P,1,cannot recommend this [GENERIC_NOUN],1.0,[],electronics_p1,[],[],False
B00PGBC0VK,7,quality of prints held up but the printer would complain from [GENERIC_NOUN] to [GENERIC_NOUN] about not detecting an ink cart,5.0,"[['quality of prints', 'held up', '2'], ['printer', 'would complain', '0'], ['printer', 'not detecting an ink cart', '0']]",office_products,"[['quality of prints', 'held up', '2'], ['printer', 'would complain', '0'], ['printer', 'not detecting an ink cart', '0']]","['quality of prints', 'printer']",True
B01MREI7I7,18,i wish i could send the cameras back and get [GENERIC_NOUN] that does nt force you to use gmail and a smart phone but i can not,1.0,"[['cameras', 'wish i could send the cameras back', 0]]",electronics_p2,"[['cameras', 'wish i could send the cameras back', 0]]",['cameras'],True
B06X96R7Y5,5,too lazy to reach across my desk and paperwork to leave fingerprints all over it,5.0,[],electronics_p2,[],[],False
B00LV4D70O,8590260795,originally takes forever to load video there seems to be a projected black [DOMAIN_NOISE] covering the video like a shell,2.0,"[['video', 'takes forever to load', 0], ['video', 'projected black covering', 0]]",software,"[['video', 'takes forever to load', 0], ['video', 'projected black covering', 0]]",['video'],True
B089FBK1WN,3,the pink color is so pretty,5.0,"[['pink color', 'pretty', '2']]",office_products,"[['pink color', 'pretty', '2']]",['pink color'],True
B08MSZPKJM,18,[GENERIC_NOUN] more [GENERIC_NOUN] the argb leds are fantastic in this series of fans my toddler surprised me i set it to blue cullee bwoo,4.0,"[[""argb leds"", ""fantastic"", 2]]",electronics_p1,"[['argb leds', 'fantastic', 2]]",['argb leds'],True
B0088QGB7Y,17180002079,i deleted this [GENERIC_NOUN] when i saw that the additional levels required purchases i deleted it,1.0,[],software,[],[],False
B08HYPZ6YG,4,[GENERIC_NOUN] note if the battery life doesn t show up check to be sure the protective plastic around the connection on each ear [GENERIC_NOUN] is removed,5.0,[],electronics_p1,[],[],False
B00JXSM5CQ,2,the stamp looks good,3.0,"[['stamp', 'looks good', '2']]",office_products,"[['stamp', 'looks good', '2']]",['stamp'],True
B00JMUKIHO,1,five [GENERIC_NOUN] fast shipping good [GENERIC_NOUN],5.0,"[[""shipping"", ""fast"", 2]]",electronics_p2,"[['shipping', 'fast', 2]]",['shipping'],True
B00FVVR2ZO,853639,the first friend has been asleep from the start the second friend is awake but when i click on them the game says do the update it brings you to this page and when you click on it you get sent back to the game with no update,1.0,[],software,[],[],False
B09B36FJVT,1,br sent it back in original [DOMAIN_NOISE] with remote for repair,1.0,[],electronics_p2,[],[],False
B002SBH9B2,1,great its amazing that s feed wifi whit my service gsm its great and i m using to feed online services on my computer laptop and video games,5.0,"[[""wifi"", ""great"", 2]]",electronics_p2,"[['wifi', 'great', 2]]",['wifi'],True
B015IK5URY,3,worst screen protector ever worst screen protector ever,1.0,"[[""screen protector"", ""worst ever"", 0]]",electronics_p2,"[['screen protector', 'worst ever', 0]]",['screen protector'],True
B001RNO92E,13,i commute to classes via public transportation and they keep most of the outside noises from interfering,5.0,"[['outside noises', 'keep most of the outside noises from interfering', 2]]",electronics_p2,"[['outside noises', 'keep most of the outside noises from interfering', 2]]",['outside noises'],True
B004Q3CJQ0,51539620031,great [GENERIC_NOUN] gives sufficient amount of light for every task in which iaposve used it,5.0,"[['light', 'sufficient amount', 2]]",software,"[['light', 'sufficient amount', 2]]",['light'],True
B006BUN7MG,1,br feel much more durable than the beats,4.0,[],electronics_p1,[],[],False
B00NEJS7ZO,51539672108,the ad at startup is not too terrible,4.0,"[['ad', 'not too terrible', 1]]",software,"[['ad', 'not too terrible', 1]]",['ad'],True
B00AVST3FY,1,i am very disappointed because up until this the keyboard was relativly good with the small [GENERIC_NOUN] of dropped connectivity,3.0,"[[""keyboard"", ""relatively good"", 2], [""connectivity"", ""dropped"", 0]]",electronics_p1,"[['keyboard', 'relatively good', 2], ['connectivity', 'dropped', 0]]","['keyboard', 'connectivity']",True
B000GLQZJI,7,br i highly recommend this tablet to first [GENERIC_NOUN] users as well as [GENERIC_NOUN] who does nt care about the name brand wacombr although i must say that you need to know that it takes [GENERIC_NOUN] aaa battery but that is nt much,5.0,"[[""tablet"", ""recommend"", 2], [""aaa battery"", ""that is nt much"", 1]]",electronics_p2,"[['tablet', 'recommend', 2], ['aaa battery', 'that is nt much', 1]]","['tablet', 'aaa battery']",True
877797455,1,very good very good my my daughter loves it,4.0,[],office_products,[],[],False
B09LYQ3J9K,13,br br user interface is a 3 because it can be cumbersome to perform simple tasks,4.0,"[[""user interface"", ""cumbersome to perform simple tasks"", 0]]",electronics_p2,"[['user interface', 'cumbersome to perform simple tasks', 0]]",['user interface'],True
B00KBCORUG,3,not worth the trouble of checking further,1.0,[],electronics_p1,[],[],False
B07XM9CFJ4,6,shell take you to an adventure with her words with her story with and drews journey to their happily ever after,5.0,[],kindle_store,[],[],False
B0792Z8V2G,1,perfect easy assembly great adjustable height,5.0,"[['assembly', 'easy', '2'], ['height', 'adjustable', '2']]",office_products,"[['assembly', 'easy', '2'], ['height', 'adjustable', '2']]","['assembly', 'height']",True
B0B94R74XG,3,long island is missing,1.0,[],office_products,[],[],False
B0063IH60K,741222,best solitaire ap i have discovered,4.0,"[['solitaire ap', 'best', 2]]",software,"[['solitaire ap', 'best', 2]]",['solitaire ap'],True
